run_id,reference_file,reference_sheet,network,function,mml_object,parameter_id,recommend_value,status,input_files,config_sheet,config_column,bit_name,objects_checked,match_count,mismatch_count,actual_top,remark
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,GNODEBPARAM,INTRASITEMAXX2TRANSRATE,5,Consistent,5G_ConfigurationData_15Sep26.xlsb,gNodeBParam,Intra-Site Max X2 Transmission Rate(100Mbit/s),,240,240,0,5G_ConfigurationData_15Sep26.xlsb: 5 (240),5G_ConfigurationData_15Sep26.xlsb: OK
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,GNODEBPARAM,MAXX2TRANSRATE,4,Consistent,5G_ConfigurationData_15Sep26.xlsb,gNodeBParam,Max X2 Transmission Rate(100Mbps),,240,240,0,5G_ConfigurationData_15Sep26.xlsb: 4 (240),5G_ConfigurationData_15Sep26.xlsb: OK
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLPDSCH,DLADDITIONALDMRSPOS,POS1,Consistent,5G_ConfigurationData_15Sep26.xlsb,NRDUCellPdsch,Downlink Additional DMRS Position,,673,673,0,5G_ConfigurationData_15Sep26.xlsb: POS1 (673),5G_ConfigurationData_15Sep26.xlsb: OK
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLPDSCH,DLDMRSCONFIGTYPE,TYPE2,Consistent,5G_ConfigurationData_15Sep26.xlsb,NRDUCellPdsch,Downlink DMRS Configuration Type,,673,673,0,5G_ConfigurationData_15Sep26.xlsb: TYPE2 (673),5G_ConfigurationData_15Sep26.xlsb: OK
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLCSIRS,CSIUSERPERIOD,SLOT40,Consistent,5G_ConfigurationData_15Sep26.xlsb,NRDUCellCsirs,User CSI Period,,673,673,0,5G_ConfigurationData_15Sep26.xlsb: SLOT40 (673),5G_ConfigurationData_15Sep26.xlsb: OK
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLPDSCH,DLTARGETIBLER,10,Consistent,5G_ConfigurationData_15Sep26.xlsb,NRDUCellPdsch,Downlink Target IBLER,,673,673,0,5G_ConfigurationData_15Sep26.xlsb: 10 (673),5G_ConfigurationData_15Sep26.xlsb: OK
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLPDSCH,DLINITMCS,4,Consistent,5G_ConfigurationData_15Sep26.xlsb,NRDUCellPdsch,Downlink Initial MCS,,673,673,0,5G_ConfigurationData_15Sep26.xlsb: 4 (673),5G_ConfigurationData_15Sep26.xlsb: OK
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLPDSCH,DLINITRANK,RANK1,Consistent,5G_ConfigurationData_15Sep26.xlsb,NRDUCellPdsch,Downlink Initial Rank,,673,673,0,5G_ConfigurationData_15Sep26.xlsb: RANK1 (673),5G_ConfigurationData_15Sep26.xlsb: OK
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLPDSCH,DLDMRSMAXLENGTH,,No Recommend Value,5G_ConfigurationData_15Sep26.xlsb,NRDUCellPdsch,Downlink DMRS Maximum Length,,673,0,0,5G_ConfigurationData_15Sep26.xlsb: 2SYMBOL (673),5G_ConfigurationData_15Sep26.xlsb: Reference recommend value is empty; parameter not audited for inconsistency
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLPDSCH,FIXEDWEIGHTTYPE,SRS_WEIGHT,Consistent,5G_ConfigurationData_15Sep26.xlsb,NRDUCellPdsch,Fixed Weight Type,,673,673,0,5G_ConfigurationData_15Sep26.xlsb: SRS_WEIGHT (673),5G_ConfigurationData_15Sep26.xlsb: OK
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLALGOSWITCH,DL_SU_MULTI_LAYER_SW@SUMIMOMULTIPLELAYERSW,1,Consistent,5G_ConfigurationData_15Sep26.xlsb,NRDUCellAlgoSwitch,SU-MIMO Multiple Layers Switch,DL_SU_MULTI_LAYER_SW,673,673,0,5G_ConfigurationData_15Sep26.xlsb: 1 (673),5G_ConfigurationData_15Sep26.xlsb: OK
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLPUSCH,ULTARGETIBLER,10,Consistent,5G_ConfigurationData_15Sep26.xlsb,NRDUCellPusch,Uplink Target IBLER,,673,673,0,5G_ConfigurationData_15Sep26.xlsb: 10 (673),5G_ConfigurationData_15Sep26.xlsb: OK
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLALGOSWITCH,UL256QAMSWITCH,UL_256QAM_FIXED,Consistent,5G_ConfigurationData_15Sep26.xlsb,NRDUCellAlgoSwitch,Uplink 256QAM Switch,,673,673,0,5G_ConfigurationData_15Sep26.xlsb: UL_256QAM_FIXED (673),5G_ConfigurationData_15Sep26.xlsb: OK
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLALGOSWITCH,UL_SU_MULTI_LAYER_SW@SUMIMOMULTIPLELAYERSW,1,Consistent,5G_ConfigurationData_15Sep26.xlsb,NRDUCellAlgoSwitch,SU-MIMO Multiple Layers Switch,UL_SU_MULTI_LAYER_SW,673,673,0,5G_ConfigurationData_15Sep26.xlsb: 1 (673),5G_ConfigurationData_15Sep26.xlsb: OK
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLPUSCH,ULADDITIONALDMRSPOS,,No Recommend Value,5G_ConfigurationData_15Sep26.xlsb,NRDUCellPusch,Uplink Additional DMRS Position,,673,0,0,5G_ConfigurationData_15Sep26.xlsb: POS1 (673),5G_ConfigurationData_15Sep26.xlsb: Reference recommend value is empty; parameter not audited for inconsistency
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLULPCCONFIG,PUSCH_NEARPOINT_PWR_PROTECT_SW@ULPWRCTRLALGOSWITCH,1,Mixed / Partial,5G_ConfigurationData_15Sep26.xlsb,NRDUCellUlPcConfig,Uplink Power Control Algorithm Switch,PUSCH_NEARPOINT_PWR_PROTECT_SW,673,672,1,5G_ConfigurationData_15Sep26.xlsb: 1 (672) | 5G_ConfigurationData_15Sep26.xlsb: 0 (1),5G_ConfigurationData_15Sep26.xlsb: OK
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLALGOSWITCH,DL256QAMSWITCH,ON,Consistent,5G_ConfigurationData_15Sep26.xlsb,NRDUCellAlgoSwitch,Downlink 256QAM Switch,,673,673,0,5G_ConfigurationData_15Sep26.xlsb: ON (673),5G_ConfigurationData_15Sep26.xlsb: OK
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLDLAMC,DL_MCS_ADJ_OPT_WT_CHANGE_SW@DLMCSSELALGOSW,1,Mixed / Partial,5G_ConfigurationData_15Sep26.xlsb,NRDUCellDlAmc,DL MCS Selection Algorithm Switch,DL_MCS_ADJ_OPT_WT_CHANGE_SW,673,670,3,5G_ConfigurationData_15Sep26.xlsb: 1 (670) | 5G_ConfigurationData_15Sep26.xlsb: 0 (3),5G_ConfigurationData_15Sep26.xlsb: OK
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLPDSCH,DL_TD_MCS_ADJ_SW@DLLINKADAPTALGOSWITCH,ON,Mixed / Partial,5G_ConfigurationData_15Sep26.xlsb,NRDUCellPdsch,DL Link Adaptation Algorithm Switch,DL_TD_MCS_ADJ_SW,673,639,34,5G_ConfigurationData_15Sep26.xlsb: 1 (639) | 5G_ConfigurationData_15Sep26.xlsb: 0 (34),5G_ConfigurationData_15Sep26.xlsb: OK
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLPDSCHPRECODE,SRSPRECODEUPTDELAYREDUPOL,,No Recommend Value,5G_ConfigurationData_15Sep26.xlsb,NRDUCellPdschPrecode,SRS Precode Update Delay Reduction Policy,,673,0,0,5G_ConfigurationData_15Sep26.xlsb: ALL (555) | 5G_ConfigurationData_15Sep26.xlsb: OFF (118),5G_ConfigurationData_15Sep26.xlsb: Reference recommend value is empty; parameter not audited for inconsistency
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLALGOSWITCH,DL_SU_PREDICT_MOBILITY_ENH_SW@SUMIMOMULTIPLELAYERSW,1,Mixed / Partial,5G_ConfigurationData_15Sep26.xlsb,NRDUCellAlgoSwitch,SU-MIMO Multiple Layers Switch,DL_SU_PREDICT_MOBILITY_ENH_SW,673,672,1,5G_ConfigurationData_15Sep26.xlsb: 1 (672) | 5G_ConfigurationData_15Sep26.xlsb: 0 (1),5G_ConfigurationData_15Sep26.xlsb: OK
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLPDSCH,PDCCH_RATEMATCH_SW@RATEMATCHSWITCH,0,Consistent,5G_ConfigurationData_15Sep26.xlsb,NRDUCellPdsch,Rate Match Switch,PDCCH_RATEMATCH_SW,673,673,0,5G_ConfigurationData_15Sep26.xlsb: 0 (673),5G_ConfigurationData_15Sep26.xlsb: OK
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLPDSCH,SSB_RATEMATCH_SW@RATEMATCHSWITCH,0,Consistent,5G_ConfigurationData_15Sep26.xlsb,NRDUCellPdsch,Rate Match Switch,SSB_RATEMATCH_SW,673,673,0,5G_ConfigurationData_15Sep26.xlsb: 0 (673),5G_ConfigurationData_15Sep26.xlsb: OK
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLPDSCH,CSIRS_RATEMATCH_SW@RATEMATCHSWITCH,1,Consistent,5G_ConfigurationData_15Sep26.xlsb,NRDUCellPdsch,Rate Match Switch,CSIRS_RATEMATCH_SW,673,673,0,5G_ConfigurationData_15Sep26.xlsb: 1 (673),5G_ConfigurationData_15Sep26.xlsb: OK
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLPDCCH,OCCUPIEDRBNUM,0,Consistent,5G_ConfigurationData_15Sep26.xlsb,NRDUCellPdcch,Number of Occupied RBs,,673,673,0,5G_ConfigurationData_15Sep26.xlsb: 0 (673),5G_ConfigurationData_15Sep26.xlsb: OK
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLALGOSWITCH,NSA_CELL_SIB1_SW@ALGOCOMPATIBILITYSWITCHEXT,1,Inconsistent,5G_ConfigurationData_15Sep26.xlsb,NRDUCellAlgoSwitch,Algorithm Compatibility Switch Extension,NSA_CELL_SIB1_SW,673,0,673,5G_ConfigurationData_15Sep26.xlsb: <BIT_MISSING:NSA_CELL_SIB1_SW> (673),Bit NSA_CELL_SIB1_SW is not present in the packed switch on NRDUCellAlgoSwitch / Algorithm Compatibility Switch Extension for this software version.
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLPDSCH,TRS_RATEMATCH_SW@RATEMATCHSWITCH,1,Consistent,5G_ConfigurationData_15Sep26.xlsb,NRDUCellPdsch,Rate Match Switch,TRS_RATEMATCH_SW,673,673,0,5G_ConfigurationData_15Sep26.xlsb: 1 (673),5G_ConfigurationData_15Sep26.xlsb: OK
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLCSIRS,TRSPERIOD,MS20,Consistent,5G_ConfigurationData_15Sep26.xlsb,NRDUCellCsirs,TRS Period(ms),,673,673,0,5G_ConfigurationData_15Sep26.xlsb: MS20 (673),5G_ConfigurationData_15Sep26.xlsb: OK
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLSRS,DL_BIG_PKT_SRS_RES_ALLOC_SW@SRSALGOEXTSWITCH,1,Mixed / Partial,5G_ConfigurationData_15Sep26.xlsb,NRDUCellSrs,SRS Algorithm Extension Switch,DL_BIG_PKT_SRS_RES_ALLOC_SW,673,552,121,5G_ConfigurationData_15Sep26.xlsb: 1 (552) | 5G_ConfigurationData_15Sep26.xlsb: 0 (121),5G_ConfigurationData_15Sep26.xlsb: OK
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLCORESET,COMMONCTRLRESRBNUM,,No Recommend Value,5G_ConfigurationData_15Sep26.xlsb,NRDUCellCoreset,Common Control Resource RB Number,,673,0,0,5G_ConfigurationData_15Sep26.xlsb: RB96 (572) | 5G_ConfigurationData_15Sep26.xlsb: RB48 (99) | 5G_ConfigurationData_15Sep26.xlsb: RB24 (2),5G_ConfigurationData_15Sep26.xlsb: Reference recommend value is empty; parameter not audited for inconsistency
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLPDCCHALGO,PDCCHMAXAGGLEVEL,AGG_LVL_8_16_ADAPT,Mixed / Partial,5G_ConfigurationData_15Sep26.xlsb,NRDUCellPdcchAlgo,PDCCH Maximum Aggregation Level,,673,672,1,5G_ConfigurationData_15Sep26.xlsb: AGG_LVL_8_16_ADAPT (672) | 5G_ConfigurationData_15Sep26.xlsb: AGG_LVL_16 (1),5G_ConfigurationData_15Sep26.xlsb: OK
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLPDCCH,OCCUPIEDSYMBOLNUM,2SYM,Consistent,5G_ConfigurationData_15Sep26.xlsb,NRDUCellPdcch,Occupied Symbol Number,,673,673,0,5G_ConfigurationData_15Sep26.xlsb: 2SYM (673),5G_ConfigurationData_15Sep26.xlsb: OK
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLPDCCH,PDCCH_RES_ALLOC_ENH_SW@PDCCHALGOSWITCH,1,Mixed / Partial,5G_ConfigurationData_15Sep26.xlsb,NRDUCellPdcch,PDCCH Algorithm Switch,PDCCH_RES_ALLOC_ENH_SW,673,642,31,5G_ConfigurationData_15Sep26.xlsb: 1 (642) | 5G_ConfigurationData_15Sep26.xlsb: 0 (31),5G_ConfigurationData_15Sep26.xlsb: OK
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLPDCCH,UE_PDCCH_SYM_NUM_ADAPT_SW@PDCCHALGOEXTSWITCH,0,Mixed / Partial,5G_ConfigurationData_15Sep26.xlsb,NRDUCellPdcch,PDCCH Algorithm Extension Switch,UE_PDCCH_SYM_NUM_ADAPT_SW,673,642,31,5G_ConfigurationData_15Sep26.xlsb: 0 (642) | 5G_ConfigurationData_15Sep26.xlsb: 1 (31),5G_ConfigurationData_15Sep26.xlsb: OK
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLPUSCH,DCI_EXTEND_UL_CONGEST_SW@ULPUSCHALGOSWITCH,1,Mixed / Partial,5G_ConfigurationData_15Sep26.xlsb,NRDUCellPusch,Uplink PUSCH Algorithm Switch,DCI_EXTEND_UL_CONGEST_SW,673,672,1,5G_ConfigurationData_15Sep26.xlsb: 1 (672) | 5G_ConfigurationData_15Sep26.xlsb: 0 (1),5G_ConfigurationData_15Sep26.xlsb: OK
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLPDCCHALGO,PDCCHEDGEPWRCTRLPOLICY,BASED_ON_CSI_RPT,Mixed / Partial,5G_ConfigurationData_15Sep26.xlsb,NRDUCellPdcchAlgo,PDCCH Edge Power Control Policy,,673,672,1,5G_ConfigurationData_15Sep26.xlsb: BASED_ON_CSI_RPT (672) | 5G_ConfigurationData_15Sep26.xlsb: BASED_ON_AGG_LVL (1),5G_ConfigurationData_15Sep26.xlsb: OK
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLPDCCH,PDCCH_AGG_LVL_OPT_SW@PDCCHALGOENHSWITCH,1,Mixed / Partial,5G_ConfigurationData_15Sep26.xlsb,NRDUCellPdcch,PDCCH Algorithm Enhancement Switch,PDCCH_AGG_LVL_OPT_SW,673,672,1,5G_ConfigurationData_15Sep26.xlsb: 1 (672) | 5G_ConfigurationData_15Sep26.xlsb: 0 (1),5G_ConfigurationData_15Sep26.xlsb: OK
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLDLMIMO,DL_MCS_TABLE_ADAPT_ENH_SW@DLMUMIMOSCHSUPPLEMENTSW,,No Recommend Value,5G_ConfigurationData_15Sep26.xlsb,NRDUCellDlMimo,DL MU-MIMO Scheduling Supplement Switch,DL_MCS_TABLE_ADAPT_ENH_SW,673,0,0,5G_ConfigurationData_15Sep26.xlsb: 1 (672) | 5G_ConfigurationData_15Sep26.xlsb: 0 (1),5G_ConfigurationData_15Sep26.xlsb: Reference recommend value is empty; parameter not audited for inconsistency
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLPDCCH,MAXPAIRLAYERNUM,,No Recommend Value,5G_ConfigurationData_15Sep26.xlsb,NRDUCellPdcch,Maximum Pairing Layer Number,,673,0,0,5G_ConfigurationData_15Sep26.xlsb: LAYER_2 (673),5G_ConfigurationData_15Sep26.xlsb: Reference recommend value is empty; parameter not audited for inconsistency
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLPDSCH,DLSRSMUMIMOFREQSELTHLD,,No Recommend Value,5G_ConfigurationData_15Sep26.xlsb,NRDUCellPdsch,DL SRS MU-MIMO Freq Selection Threshold(50ns),,673,0,0,5G_ConfigurationData_15Sep26.xlsb: 10 (673),5G_ConfigurationData_15Sep26.xlsb: Reference recommend value is empty; parameter not audited for inconsistency
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLPDSCH,DLMUMIMOGROUPMODE,,No Recommend Value,5G_ConfigurationData_15Sep26.xlsb,NRDUCellPdsch,DL MU-MIMO Group Mode,,673,0,0,5G_ConfigurationData_15Sep26.xlsb: ISOLATION_CORRELATION (673),5G_ConfigurationData_15Sep26.xlsb: Reference recommend value is empty; parameter not audited for inconsistency
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLPDSCH,DLMUGATHEROPTSW,,No Recommend Value,5G_ConfigurationData_15Sep26.xlsb,NRDUCellPdsch,DL Gathering MU-MIMO Optimization Switch,,673,0,0,5G_ConfigurationData_15Sep26.xlsb: OFF (619) | 5G_ConfigurationData_15Sep26.xlsb: ON (54),5G_ConfigurationData_15Sep26.xlsb: Reference recommend value is empty; parameter not audited for inconsistency
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLPDSCH,DLMIMOMCSOPTPOLICY,,No Recommend Value,5G_ConfigurationData_15Sep26.xlsb,NRDUCellPdsch,DL MIMO MCS Optimization Policy,,673,0,0,5G_ConfigurationData_15Sep26.xlsb: OFF (673),5G_ConfigurationData_15Sep26.xlsb: Reference recommend value is empty; parameter not audited for inconsistency
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLPDSCH,DLLOWTIMECORRMUSW,,No Recommend Value,5G_ConfigurationData_15Sep26.xlsb,NRDUCellPdsch,DL Low Time Correlated MU-MIMO Switch,,673,0,0,5G_ConfigurationData_15Sep26.xlsb: ON (672) | 5G_ConfigurationData_15Sep26.xlsb: OFF (1),5G_ConfigurationData_15Sep26.xlsb: Reference recommend value is empty; parameter not audited for inconsistency
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLDLMIMO,DL_SMALL_PACKET_MERGE_SW@DLMUMIMOSCHSUPPLEMENTSW,,No Recommend Value,5G_ConfigurationData_15Sep26.xlsb,NRDUCellDlMimo,DL MU-MIMO Scheduling Supplement Switch,DL_SMALL_PACKET_MERGE_SW,673,0,0,5G_ConfigurationData_15Sep26.xlsb: 1 (673),5G_ConfigurationData_15Sep26.xlsb: Reference recommend value is empty; parameter not audited for inconsistency
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLDLMIMO,DL_SE_SU_MU_MIMO_ADAPT_SW@DLMUMIMOSCHSUPPLEMENTSW,,No Recommend Value,5G_ConfigurationData_15Sep26.xlsb,NRDUCellDlMimo,DL MU-MIMO Scheduling Supplement Switch,DL_SE_SU_MU_MIMO_ADAPT_SW,673,0,0,5G_ConfigurationData_15Sep26.xlsb: 1 (673),5G_ConfigurationData_15Sep26.xlsb: Reference recommend value is empty; parameter not audited for inconsistency
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLDLMIMO,DLMUPRBUSAGETHLD,,No Recommend Value,5G_ConfigurationData_15Sep26.xlsb,NRDUCellDlMimo,DL MU-MIMO PRB Usage Threshold,,673,0,0,5G_ConfigurationData_15Sep26.xlsb: 0 (673),5G_ConfigurationData_15Sep26.xlsb: Reference recommend value is empty; parameter not audited for inconsistency
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLDLMIMO,DLMUBACKTOSUSETHLD,,No Recommend Value,5G_ConfigurationData_15Sep26.xlsb,NRDUCellDlMimo,DL MU-MIMO Back to SU-MIMO Gain Thld,,673,0,0,5G_ConfigurationData_15Sep26.xlsb: 5 (673),5G_ConfigurationData_15Sep26.xlsb: Reference recommend value is empty; parameter not audited for inconsistency
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLDLMIMO,DLMUPMIBEAMNUMTHLD,,No Recommend Value,5G_ConfigurationData_15Sep26.xlsb,NRDUCellDlMimo,DL PMI MU-MIMO UE Pairing Beam Num Thld,,673,0,0,5G_ConfigurationData_15Sep26.xlsb: 3 (673),5G_ConfigurationData_15Sep26.xlsb: Reference recommend value is empty; parameter not audited for inconsistency
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLDMRS,DLMUESTRBPOLICY,,No Recommend Value,5G_ConfigurationData_15Sep26.xlsb,NRDUCellDmrs,DL MU-MIMO RB Estimation Policy,,673,0,0,5G_ConfigurationData_15Sep26.xlsb: PSEUDOORTHOG_DMRS_ADAPT_DEDUCT (673),5G_ConfigurationData_15Sep26.xlsb: Reference recommend value is empty; parameter not audited for inconsistency
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLDLRANK,DLSRSMUMIMORANK,,No Recommend Value,5G_ConfigurationData_15Sep26.xlsb,NRDUCellDlRank,DL SRS MU-MIMO Rank,,673,0,0,5G_ConfigurationData_15Sep26.xlsb: RANK_2 (673),5G_ConfigurationData_15Sep26.xlsb: Reference recommend value is empty; parameter not audited for inconsistency
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLDLRANK,DLPMIMUMIMORANK,,No Recommend Value,5G_ConfigurationData_15Sep26.xlsb,NRDUCellDlRank,DL PMI MU-MIMO Rank,,673,0,0,5G_ConfigurationData_15Sep26.xlsb: RANK_2 (673),5G_ConfigurationData_15Sep26.xlsb: Reference recommend value is empty; parameter not audited for inconsistency
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLDLRANK,DLSRSMUMIMORANKMODE,,No Recommend Value,5G_ConfigurationData_15Sep26.xlsb,NRDUCellDlRank,DL SRS MU-MIMO Rank Mode,,673,0,0,5G_ConfigurationData_15Sep26.xlsb: RI_BASED_MU_RANK (619) | 5G_ConfigurationData_15Sep26.xlsb: ENHANCE_MU_RANK (54),5G_ConfigurationData_15Sep26.xlsb: Reference recommend value is empty; parameter not audited for inconsistency
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLDLSCH,HEAVY_LOAD_SCH_PRI_OPT_SW@DLSCHALGOSWITCH,,No Recommend Value,5G_ConfigurationData_15Sep26.xlsb,NRDUCellDlSch,Downlink Schedule Algorithm Switch,HEAVY_LOAD_SCH_PRI_OPT_SW,673,0,0,5G_ConfigurationData_15Sep26.xlsb: 1 (672) | 5G_ConfigurationData_15Sep26.xlsb: 0 (1),5G_ConfigurationData_15Sep26.xlsb: Reference recommend value is empty; parameter not audited for inconsistency
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLPDSCH,DLPMIMUMIMOSPACEISOTHLD,,No Recommend Value,5G_ConfigurationData_15Sep26.xlsb,NRDUCellPdsch,DL PMI MU-MIMO Space Isolation Threshold(0.1dB),,673,0,0,5G_ConfigurationData_15Sep26.xlsb: 140 (673),5G_ConfigurationData_15Sep26.xlsb: Reference recommend value is empty; parameter not audited for inconsistency
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLPDSCH,DLSRSMUMIMOSPACEISOTHLD,,No Recommend Value,5G_ConfigurationData_15Sep26.xlsb,NRDUCellPdsch,DL SRS MU-MIMO Space Isolation Threshold(0.1dB),,673,0,0,5G_ConfigurationData_15Sep26.xlsb: 50 (673),5G_ConfigurationData_15Sep26.xlsb: Reference recommend value is empty; parameter not audited for inconsistency
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLPDSCH,DLSRSMUMIMOCHANISOTHLD,,No Recommend Value,5G_ConfigurationData_15Sep26.xlsb,NRDUCellPdsch,DL MU-MIMO Channel Isolation Threshold,,673,0,0,5G_ConfigurationData_15Sep26.xlsb: 30 (673),5G_ConfigurationData_15Sep26.xlsb: Reference recommend value is empty; parameter not audited for inconsistency
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLDLMIMO,DLMUMIMOSRSPRESINRTHLD,,No Recommend Value,5G_ConfigurationData_15Sep26.xlsb,NRDUCellDlMimo,DL MU-MIMO SRS PreSINR Threshold(0.2dB),,673,0,0,5G_ConfigurationData_15Sep26.xlsb: -50 (673),5G_ConfigurationData_15Sep26.xlsb: Reference recommend value is empty; parameter not audited for inconsistency
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLPDSCH,MAXMIMOLAYERNUM,,No Recommend Value,5G_ConfigurationData_15Sep26.xlsb,NRDUCellPdsch,Downlink Maximum MIMO Layer Number Quota,,673,0,0,5G_ConfigurationData_15Sep26.xlsb: LAYER_16 (652) | 5G_ConfigurationData_15Sep26.xlsb: LAYER_DEFAULT (21),5G_ConfigurationData_15Sep26.xlsb: Reference recommend value is empty; parameter not audited for inconsistency
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLPUSCH,UL_INTRF_RANDOMIZED_SCH_ENH_SW@ULPUSCHALGOSWITCH,,No Recommend Value,5G_ConfigurationData_15Sep26.xlsb,NRDUCellPusch,Uplink PUSCH Algorithm Switch,UL_INTRF_RANDOMIZED_SCH_ENH_SW,673,0,0,5G_ConfigurationData_15Sep26.xlsb: 1 (673),5G_ConfigurationData_15Sep26.xlsb: Reference recommend value is empty; parameter not audited for inconsistency
15Sep26_folders,Reference Parameter_v1.0.xlsx,NR Performance,5G,Others,NRDUCELLULMIMO,ALIGNPAIRBIGSMLPKTRBTHLD,,No Recommend Value,5G_ConfigurationData_15Sep26.xlsb,NRDUCellUlMimo,Aligned Pair Big/Small Packet RB Threshold,,673,0,0,5G_ConfigurationData_15Sep26.xlsb: 20 (673),5G_ConfigurationData_15Sep26.xlsb: Reference recommend value is empty; parameter not audited for inconsistency
